大类,实现大类,执行/处理类型,测试用例ID,功能模块,子功能,优先级,难度,实现状态,原始自动化建议,推荐运行命令,脚本文件,查看建议,实现标题,Tags,后续建议,测试步骤/描述,预期结果,前置条件/备注
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-008,我的材料,返回列表,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡详情返回列表,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击返回列表,回到材料列表,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-009,我的材料,返回聊天,P1,Easy,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料返回聊天,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,列表页点击返回,回到聊天页,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-010,我的材料,Tab切换,P1,Easy,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料 Tab 切换,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入 /materials → 在“我的沟通卡”和“我的跟练卡”之间切换,选中态正确，列表/空态随 Tab 切换,当前实现双 Tab
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-011,我的材料,跟练卡空状态,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,跟练卡空状态,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,无已保存跟练卡账号进入“我的跟练卡”,显示“暂无已保存的跟练卡”及说明文案,空材料账号
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-012,我的材料,跟练卡列表展示,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,跟练卡列表展示,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,预置已保存跟练方案账号进入“我的跟练卡”,展示保存日期、方案名、副作用/场景、进度和跟练时长,需预置 intervention engagement
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-013,我的材料,跟练卡详情,P1,Med,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,查看跟练卡详情,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,点击一张跟练卡,进入详情并展示干预方案 Inline 卡片，可继续跟练/查看步骤,依赖素材详情可用
九、我的材料 /materials,❌ 未实现,半自动/建议手动专项,CX-MAT-014,我的材料,跟练素材不可用,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,预置 detail 缺失或素材下线的跟练卡,详情显示“该跟练方案暂时不可用”，不崩溃,需造数据
九、我的材料 /materials,❌ 未实现,半自动/建议手动专项,CX-MAT-015,我的材料,沟通卡保存失败,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,详情编辑沟通卡 → 模拟 PUT 失败,页面显示错误，保持编辑态和输入内容,需 mock/断网
九、我的材料 /materials,✅ 已实现,条件自动化,CX-MAT-016,我的材料,沟通卡编辑取消恢复,P1,Easy,已实现-条件自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,沟通卡编辑取消恢复,"materials,conditional,p1",已接入自动化；需准备对应账号/数据，否则运行时可能 skipped。,详情页点击编辑 → 修改字段 → 点击取消,退出编辑，恢复原始卡片内容,
九、我的材料 /materials,✅ 已实现,常规自动化,CX-MAT-017,我的材料,返回原会话并打开侧栏,P1,Med,已实现-常规自动化,是,pnpm run test:android:materials-fast,src/specs/09-materials-medical-fast.spec.ts,运行 pnpm run test:android:materials-fast；代码见 src/specs/09-materials-medical-fast.spec.ts,我的材料返回原会话并打开侧栏,"materials,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从某会话侧边栏进入我的材料 → 进入详情再返回列表 → 点击返回,回到原 `/chat/:sessionId` 并重新打开侧边栏,returnSessionId + returnToSettings
十、账号与安全,📂 大类,,十、账号与安全,,,,,,,,,,,,,,,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-001,账号安全,页面进入,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,账号与安全页面进入,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,个人信息编辑页 → 点击账号与安全,进入账号与安全页,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-002,账号安全,返回个人信息,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,账号与安全返回个人信息,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,账号与安全页点击返回,回到个人信息页,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-003,清空档案,打开清空弹窗,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,打开清空健康档案弹窗,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击清空健康档案,弹出二次确认弹窗,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-004,清空档案,取消清空,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,取消清空健康档案弹窗,"account-security,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,弹窗点击取消,弹窗关闭，数据不变,
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-005,清空档案,确认清空,P2,Med,未实现-需专用账号/破坏性专项,是，测试账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,专用账号点击确认清空,健康档案/病历文档被清空,破坏性操作
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-006,注销账号,打开注销流程,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,打开注销账号流程,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,点击注销账号,打开注销账号向导,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-007,注销账号,取消注销,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,取消注销账号流程,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,注销流程点击取消,流程关闭，账号仍可用,
十、账号与安全,❌ 未实现,半自动/建议手动专项,CX-SEC-008,注销账号,确认注销,P2,Hard,未实现-半自动/建议手动专项,半自动/专用账号,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,专用账号完成风险阅读倒计时 → 输入“确认注销” → 短信验证 → 确认注销,进入注销冷静期，完成页提示15天后永久删除,强破坏性操作；当前实现阅读倒计时为10s
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-009,清空档案,发送清空验证码与倒计时,P1,Med,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,发送清空验证码与倒计时,"account-security,medical-purge,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开清空健康档案 → 点击“我已了解，继续”,进入短信验证页，自动发送验证码；重新发送按钮显示60s倒计时,后端 /account/medical/send-code
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-010,清空档案,验证码为空拦截,P1,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,清空验证码为空拦截,"account-security,medical-purge,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入清空验证页不输入验证码,确认清除按钮禁用或提示“请输入验证码”,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-011,清空档案,错误验证码,P1,Med,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,清空健康档案错误验证码,"account-security,medical-purge,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,输入错误验证码 → 确认清除,提示“验证码错误或已过期”，不清空档案,专用账号
十、账号与安全,❌ 未实现,需测试钩子,CX-SEC-012,清空档案,验证码超时,P1,Med,未实现-需测试钩子,是/需测试钩子,,,需后端/测试环境提供 Redis 清理、验证码过期、版本变更等测试钩子后再补。,,,需后端/测试环境提供 Redis 清理、验证码过期、版本变更等测试钩子后再补。,发送清空验证码 → 等待5分钟或删除 Redis code → 输入原验证码,提示验证码错误或已过期；档案仍保留,覆盖用户提到的验证码超时
十、账号与安全,❌ 未实现,建议接口自动化,CX-SEC-013,清空档案,验证码一次性,P1,Med,未实现-建议接口自动化,接口自动化,,,优先补 API/契约层自动化；UI 只保留入口或错误提示抽样。,,,优先补 API/契约层自动化；UI 只保留入口或错误提示抽样。,验证码清空成功后再次复用同验证码调用清空/注销接口,第二次验证码校验失败,verifyCode 成功后 del key
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-014,清空档案,清空成功确认页,P1,Med,未实现-需专用账号/破坏性专项,是，专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,正确验证码确认清空 → 成功页点击“知道了”,弹窗关闭并返回 /profile?mode=edit；再次进入健康档案为空态,
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-015,注销账号,风险阅读倒计时,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,注销账号风险阅读倒计时展示,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,打开注销账号弹窗,继续按钮在10s倒计时结束前不可点，结束后变为“我已阅读，继续”,代码当前为10s；注释写30s，需产品确认
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-016,注销账号,确认短语校验,P2,Easy,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,注销账号确认短语校验,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,倒计时后进入短语页，输入非“确认注销”内容,下一步不可点；输入完全匹配后才可进入短信验证,trim 后匹配
十、账号与安全,✅ 已实现,常规自动化,CX-SEC-017,注销账号,注销短信重发倒计时,P2,Med,已实现-常规自动化,是,pnpm run test:android:account-fast,src/specs/08-profile-account-fast.spec.ts,运行 pnpm run test:android:account-fast；代码见 src/specs/08-profile-account-fast.spec.ts,注销短信重发倒计时,"account-security,p2",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入注销短信验证页,自动发送验证码，重新发送60s内不可点,后端 /account/deletion/send-code
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-018,注销账号,注销验证码错误/超时,P2,Med,未实现-需专用账号/破坏性专项,是/专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,输入错误或过期验证码确认注销,提示错误，不进入冷静期，账号仍 active,
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-019,注销冷静期,业务页面拦截,P1,Med,未实现-需专用账号/破坏性专项,是/专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,账号进入 pending_deletion 后访问 /chat、/medical-records、/materials,业务接口返回403并自动跳 /deletion-pending,requireActiveAccount + api.ts
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-020,注销冷静期,撤销注销恢复,P1,Med,未实现-需专用账号/破坏性专项,是/专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,冷静期页面点击“撤销注销”,恢复 active 并跳 /chat；后续业务接口可正常访问,
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-021,注销冷静期,冷静期退出再登录,P1,Med,未实现-需专用账号/破坏性专项,是/专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,pending_deletion 页面点击退出登录 → 用原手机号重新登录,再次进入 /deletion-pending，可选择撤销,登录后检查 /account/status
十、账号与安全,❌ 未实现,需专用账号/破坏性专项,CX-SEC-022,注销账号,完成页退出登录,P2,Med,未实现-需专用账号/破坏性专项,是/专用账号,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,,,可补专项自动化，但必须使用专用账号并隔离破坏性数据。,注销确认成功进入 done 页 → 点击“我知道了”,清本地登录态并返回 /login,强破坏性流程
十一、WebView 容器兼容性,📂 大类,,十一、WebView 容器兼容性,,,,,,,,,,,,,,,
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-001,WebView兼容,首屏高度与白屏兜底,P0,Easy,已实现-常规自动化,是,pnpm run test:android:webview,src/specs/05-webview-container-fast.spec.ts,运行 pnpm run test:android:webview；代码见 src/specs/05-webview-container-fast.spec.ts,首屏高度与白屏兜底,"smoke,webview,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,在目标 Android WebView 启动登录页/对话页,页面使用完整可视高度，无0高度白屏、无底部异常空白,`--app-height` 100vh/100dvh 兜底
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-002,WebView兼容,软键盘不遮挡输入框,P0,Med,已实现-常规自动化,是,pnpm run test:android:webview,src/specs/05-webview-container-fast.spec.ts,运行 pnpm run test:android:webview；代码见 src/specs/05-webview-container-fast.spec.ts,软键盘不遮挡 Chat 输入框,"smoke,webview,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,进入 /chat 聚焦输入框唤起软键盘 → 输入多行文字,InputBar 跟随键盘上浮；发送按钮可见可点；消息区可滚动,visualViewport 写入 --keyboard-offset
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-003,WebView兼容,系统返回层级,P0,Med,已实现-常规自动化,半自动,pnpm run test:android:navigation,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:navigation；代码见 src/specs/06-navigation-reading.spec.ts,系统返回层级：阅读设置返回 Chat 且不白屏,"webview,compat,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,在健康档案上传页/详情页、材料详情页、阅读设置页按 Android 系统返回,按产品预期回列表/回聊天/关闭侧栏，不直接退出 App 或白屏,需 App 容器返回键策略配合
十一、WebView 容器兼容性,✅ 已实现,常规自动化,CX-WV-COMPAT-004,WebView兼容,深链刷新/重进,P0,Med,已实现-常规自动化,是,pnpm run test:android:webview,src/specs/05-webview-container-fast.spec.ts,运行 pnpm run test:android:webview；代码见 src/specs/05-webview-container-fast.spec.ts,登录态下深链刷新/重进无白屏,"smoke,webview,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,登录态下直接打开或刷新 /chat/:sessionId、/profile?mode=edit、/medical-records,前端路由可恢复；后端静态资源 fallback 正常；无404白屏,BrowserRouter 需服务端 fallback
十一、WebView 容器兼容性,✅ 已实现,原生/Bridge专项,CX-WV-COMPAT-005,WebView文件,相册选择文件,P0,Med,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,相册选择文件：真实原生 file chooser 返回图片预览,"bridge,native,file,p0",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,在聊天图片上传或 OCR 上传点击相册/加号,Android WebView 弹出系统文件选择器，选图后 H5 收到 File 并显示预览,需 App 开启 file chooser 支持
十一、WebView 容器兼容性,✅ 已实现,原生/Bridge专项,CX-WV-COMPAT-006,WebView文件,相机拍照 capture,P1,Hard,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge-slow,src/specs/11-bridge-native-slow.spec.ts,运行 pnpm run test:android:bridge-slow；代码见 src/specs/11-bridge-native-slow.spec.ts,相机拍照 capture：真实原生相机返回 OCR 上传预览,"bridge,native,camera,capture,slow,p1",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,OCR 上传页点击“拍照”,打开后置相机或系统拍照入口，拍照返回后显示预览,"`capture=""environment""`，依赖宿主 App 权限"
十一、WebView 容器兼容性,❌ 未实现,半自动/建议手动专项,CX-WV-COMPAT-007,WebView兼容,无 visualViewport 兜底,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,在不支持 visualViewport 的旧 WebView 打开聊天并唤起键盘,页面不崩溃；输入框至少可通过滚动/布局访问,hook 检测不到 vv 时直接返回
十一、WebView 容器兼容性,❌ 未实现,半自动/建议手动专项,CX-WV-COMPAT-008,WebView兼容,无 ResizeObserver 兜底,P2,Med,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,模拟 ResizeObserver 不存在后打开聊天输入多行/图片预览,输入区高度变量仍通过 resize/timer 同步，不影响滚动到底按钮位置,InputBar fallback
十一、WebView 容器兼容性,❌ 未实现,半自动/建议手动专项,CX-WV-COMPAT-009,WebView网络,弱网/断网恢复,P1,Hard,未实现-半自动/建议手动专项,半自动,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,,,建议保留为半自动/手动专项；若要自动化，需增加网络异常、限流、降级或系统能力 Mock/测试钩子。,聊天流式或 OCR 识别中断网再恢复,不白屏；展示错误/重试；恢复网络后可继续操作,Android 网络切换
十一、WebView 容器兼容性,✅ 已实现,原生/Bridge专项,CX-WV-COMPAT-010,WebView交互,复制/长按后输入不被遮挡,P1,Med,已实现-原生/Bridge专项,半自动,pnpm run test:android:bridge,src/specs/10-bridge-native.spec.ts,运行 pnpm run test:android:bridge；代码见 src/specs/10-bridge-native.spec.ts,复制/长按后输入不被遮挡且页面仍可交互,"bridge,native-like,clipboard,input,p1",已接入 bridge/native 专项；建议独立跑，避免设备系统 UI 影响日常回归。,复制 AI 回复或长按文本后点击输入框,系统选区层不拦截后续 tap，输入框可聚焦输入,selection guard + onFocus 清理
十二、阅读设置 /reading-settings,📂 大类,,十二、阅读设置 /reading-settings,,,,,,,,,,,,,,,
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-001,阅读设置,页面进入,P0,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读设置页面进入,"reading,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,侧边栏点击阅读设置,进入 /reading-settings，展示“小/中/大”三档卡片,
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-002,阅读设置,三档切换选中态,P0,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读设置三档切换选中态,"reading,p0",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,依次点击小/中/大字体,对应卡片显示选中态，其他卡片取消选中,aria-pressed 可辅助断言
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-003,阅读设置,字号持久化,P1,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读字号持久化,"reading,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,选择“大” → 重启 App/WebView 或刷新页面,仍保持“大”选中态,localStorage `cx-settings`
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-004,阅读设置,聊天与材料字号生效,P1,Med,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,聊天与材料字号 CSS 变量生效,"reading,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,切换字号后返回聊天/材料详情,消息正文、卡片标题/预览字号随 `--font-size-chat` 改变,视觉断言或 computed style
十二、阅读设置 /reading-settings,✅ 已实现,常规自动化,CX-READ-005,阅读设置,返回原会话侧栏,P1,Easy,已实现-常规自动化,是,pnpm run test:android:reading,src/specs/06-navigation-reading.spec.ts,运行 pnpm run test:android:reading；代码见 src/specs/06-navigation-reading.spec.ts,阅读设置返回原会话侧栏,"reading,p1",已接入常规 WDIO/Appium 自动化，可通过对应 suite 运行。,从某会话侧边栏进入阅读设置 → 点击返回,回到原会话并重新打开侧边栏,returnSessionId + openSidebar
